affiliation_name,dmp_id,is_pilot_dmp,is_a_match,notes,provenance,related_work,type,publisher,container,publication_date,title,location,authors,weighted_score
"University of California, Santa Barbara",https://doi.org/10.48321/D1FFE5D7FD,TRUE,No,Other NSF awards listed.,openalex,https://doi.org/10.1111/tgis.13082,article,Wiley,Transactions in GIS,2023-06-28,Leveraging similarity analysis to understand variability in movement behavior,"vol: 27, iss: 5, pgs: 1441-1466",Zijian Wan | Somayeh Dodge | Gil Bohrer,15
"University of California, Santa Barbara",https://doi.org/10.48321/D1FFE5D7FD,TRUE,No,Other NSF awards listed.,openalex,https://doi.org/10.1080/15230406.2022.2157879,article,Taylor & Francis,Cartography and Geographic Information Science,2023-01-23,Assessing the cognition of movement trajectory visualizations: interpreting speed and direction,"vol: 50, iss: 2, pgs: 143-161",Crystal J. Bae | Somayeh Dodge,15
"University of California, Santa Barbara",https://doi.org/10.48321/D1FFE5D7FD,TRUE,Yes,Award number listed,openalex,https://doi.org/10.1186/s40462-024-00460-2,article,BioMed Central,Movement Ecology,2024-03-09,ORTEGA v1.0: an open-source Python package for context-aware interaction analysis using movement data,"vol: 12, iss: 1",Rongxiang Su | Yifei Liu | Somayeh Dodge,15
"University of California, Santa Barbara",https://doi.org/10.48321/D1FFE5D7FD,TRUE,Yes,Award number listed,openalex,https://doi.org/10.1111/tgis.13205,article,Wiley,Transactions in GIS,2024-06-26,Scaling up time–geographic computation for movement interaction analysis,,Yifei Liu | Sarah E. Battersby | Somayeh Dodge,15
"University of California, Santa Barbara",https://doi.org/10.48321/D1FFE5D7FD,TRUE,Unsure,No funding info provided,openalex,https://doi.org/10.5311/josis.2024.28.383,article,University of Maine,Journal of Spatial Information Science,2024-06-27,Research articles in the GPT era,"iss: 28, pgs: 1-2",Benjamin Adams | Somayeh Dodge | Ross S. Purves,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1FFE5D7FD,TRUE,No,No funding received,openalex,https://doi.org/10.1007/s44212-023-00033-5,article,Springer Science+Business Media,Urban Informatics,2024-01-02,Developing a social sensing index for monitoring place-oriented mental health issues using social media (twitter) data,"vol: 3, iss: 1",Jaehee Park | Ming‐Hsiang Tsou | Atsushi Nara | Susan Cassels | Somayeh Dodge,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1FFE5D7FD,TRUE,Unsure,No funding info provided,openalex,https://doi.org/10.1080/13658816.2023.2169923,article,Taylor & Francis,International Journal of Geographical Information Science,2023-01-26,Improving locational decision making: a heuristic that optimizes access and coverage,"vol: 37, iss: 6, pgs: 1365-1387",Seonga Cho | Alan T. Murray | Somayeh Dodge | Jiwon Baik,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1FFE5D7FD,TRUE,Unsure,No funding info provided,openalex,https://doi.org/10.5311/josis.2023.26.305,article,University of Maine,Journal of Spatial Information Science,2023-06-30,Spatial Information Science in 2023,"iss: 26, pgs: 125-127",Benjamin Adams | Somayeh Dodge | Ross S. Purves,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1FFE5D7FD,TRUE,Yes,Award number listed,openalex,https://doi.org/10.1186/s40462-024-00454-0,article,BioMed Central,Movement Ecology,2024-02-03,Analyzing tiger interaction and home range shifts using a time-geographic approach,"vol: 12, iss: 1",Yifei Liu | Somayeh Dodge | Achara Simcharoen | Sean C. Ahearn | James L. Smith,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1FFE5D7FD,TRUE,No,Other NSF awards listed.,openalex,https://doi.org/10.1007/s10109-023-00404-1,article,Springer Science+Business Media,Journal of Geographical Systems,2023-02-16,A framework for modern time geography: emphasizing diverse constraints on accessibility,"vol: 25, iss: 3, pgs: 357-375",Somayeh Dodge | Trisalyn Nelson,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1FFE5D7FD,TRUE,No,Other NSF awards listed.,openalex,https://doi.org/10.1145/3615893.3628759,article,,,2023-11-13,A Generative Trajectory Interpolation Method for Imputing Gaps in Wildlife Movement Data,,Zijian Wan | Somayeh Dodge,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1FFE5D7FD,TRUE,Unsure,No funding info provided.,openalex,https://doi.org/10.1145/3632268.3632278,article,Association for Computing Machinery,SIGSPATIAL Special,2022-11-01,HaniMob 2022 Workshop Report: The 2nd ACM SIGSPATIAL Workshop on Animal Movement Ecology and Human Mobility,"vol: 14, iss: 1, pgs: 32-36",Federico Ossi | M. Damiani | Benjamin Robira | Diego Ellis‐Soto | Christian Rutz | Somayeh Dodge | Francesca Cagnacci | Maria Luisa Damiani,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1575/1912/bco-dmo.785856.1,dataset,Biological and Chemical Oceanography Data Management Office,"[""Biological and Chemical Oceanography Data Management Office""]",2020-01-03,32Si data from EXPORTS cruise RR1813 on R/V Roger Revelle in the Subarctic North Pacific near Station PAPA from August to September 2018,,Mark Brzezinski | Kristen Buck | Bethany Jenkins,29
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1575/1912/bco-dmo.786013.1,dataset,Biological and Chemical Oceanography Data Management Office,"[""Biological and Chemical Oceanography Data Management Office""]",2020-01-06,32Si and 14C production data (experimental) from EXPORTS cruise RR1813 on R/V Roger Revelle in the Subarctic North Pacific near Station PAPA from August to September 2018,,Mark Brzezinski | Kristen Buck | Bethany Jenkins,29
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1525/elementa.2020.00107,article,University of California Press,"[""Elementa: Science of the Anthropocene""]",1905-07-13,An operational overview of the EXport Processes in the Ocean from RemoTe Sensing (EXPORTS) Northeast Pacific field deployment,"vol: 9, iss: 1",David A. Siegel | Ivona Cetinić | Jason R. Graff | Craig M. Lee | Norman Nelson | Mary Jane Perry | Inia Soto Ramos | Deborah K. Steinberg | Ken Buesseler | Roberta Hamme | Andrea J. Fassbender | David Nicholson | Melissa M. Omand | Marie Robert | Andrew Thompson | Vinicius Amaral | Michael Behrenfeld | Claudia Benitez-Nelson | Kelsey Bisson | Emmanuel Boss | Philip W. Boyd | Mark Brzezinski | Kristen Buck | Adrian Burd | Shannon Burns | Salvatore Caprara | Craig Carlson | Nicolas Cassar | Hilary Close | Eric D’Asaro | Colleen Durkin | Zachary Erickson | Margaret L. Estapa | Erik Fields | James Fox | Scott Freeman | Scott Gifford | Weida Gong | Deric Gray | Lionel Guidi | Nils Haëntjens | Kim Halsey | Yannick Huot | Dennis Hansell | Bethany Jenkins | Lee Karp-Boss | Sasha Kramer | Phoebe Lam | Jong-Mi Lee | Amy Maas | Olivier Marchal | Adrian Marchetti | Andrew McDonnell | Heather McNair | Susanne Menden-Deuer | Francoise Morison | Alexandria K. Niebergall | Uta Passow | Brian Popp | Geneviève Potvin | Laure Resplandy | Montserrat Roca-Martí | Collin Roesler | Tatiana Rynearson | Shawnee Traylor | Alyson Santoro | Kanesa Duncan Seraphin | Heidi M. Sosik | Karen Stamieszkin | Brandon Stephens | Weiyi Tang | Benjamin Van Mooy | Yuanheng Xiong | Xiaodong Zhang,28
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1016/j.chemgeo.2018.05.040,article,Elsevier BV,"[""Chemical Geology""]",2018-08,The GEOTRACES Intermediate Data Product 2017,"vol: 493, pgs: 210-223",Reiner Schlitzer | Robert F. Anderson | Elena Masferrer Dodas | Maeve Lohan | Walter Geibert | Alessandro Tagliabue | Andrew Bowie | Catherine Jeandel | Maria T. Maldonado | William M. Landing | Donna Cockwell | Cyril Abadie | Wafa Abouchami | Eric P. Achterberg | Alison Agather | Ana Aguliar-Islas | Hendrik M. van Aken | Morten Andersen | Corey Archer | Maureen Auro | Hein J. de Baar | Oliver Baars | Alex R. Baker | Karel Bakker | Chandranath Basak | Mark Baskaran | Nicholas R. Bates | Dorothea Bauch | Pieter van Beek | Melanie K. Behrens | Erin Black | Katrin Bluhm | Laurent Bopp | Heather Bouman | Katlin Bowman | Johann Bown | Philip Boyd | Marie Boye | Edward A. Boyle | Pierre Branellec | Luke Bridgestock | Guillaume Brissebrat | Thomas Browning | Kenneth W. Bruland | Hans-Jürgen Brumsack | Mark Brzezinski | Clifton S. Buck | Kristen N. Buck | Ken Buesseler | Abby Bull | Edward Butler | Pinghe Cai | Patricia Cámara Mor | Damien Cardinal | Craig Carlson | Gonzalo Carrasco | Núria Casacuberta | Karen L. Casciotti | Maxi Castrillejo | Elena Chamizo | Rosie Chance | Matthew A. Charette | Joaquin E. Chaves | Hai Cheng | Fanny Chever | Marcus Christl | Thomas M. Church | Ivia Closset | Albert Colman | Tim M. Conway | Daniel Cossa | Peter Croot | Jay T. Cullen | Gregory A. Cutter | Chris Daniels | Frank Dehairs | Feifei Deng | Huong Thi Dieu | Brian Duggan | Gabriel Dulaquais | Cynthia Dumousseaud | Yolanda Echegoyen-Sanz | R. Lawrence Edwards | Michael Ellwood | Eberhard Fahrbach | Jessica N. Fitzsimmons | A. Russell Flegal | Martin Q. Fleisher | Tina van de Flierdt | Martin Frank | Jana Friedrich | Francois Fripiat | Henning Fröllje | Stephen J.G. Galer | Toshitaka Gamo | Raja S. Ganeshram | Jordi Garcia-Orellana | Ester Garcia-Solsona | Melanie Gault-Ringold | Ejin George | Loes J.A. Gerringa | Melissa Gilbert | Jose M. Godoy | Steven L. Goldstein | Santiago R. Gonzalez | Karen Grissom | Chad Hammerschmidt | Alison Hartman | Christel S. Hassler | Ed C. Hathorne | Mariko Hatta | Nicholas Hawco | Christopher T. Hayes | Lars-Eric Heimbürger | Josh Helgoe | Maija Heller | Gideon M. Henderson | Paul B. Henderson | Steven van Heuven | Peng Ho | Tristan J. Horner | Yu-Te Hsieh | Kuo-Fang Huang | Matthew P. Humphreys | Kenji Isshiki | Jeremy E. Jacquot | David J. Janssen | William J. Jenkins | Seth John | Elizabeth M. Jones | Janice L. Jones | David C. Kadko | Rick Kayser | Timothy C. Kenna | Roulin Khondoker | Taejin Kim | Lauren Kipp | Jessica K. Klar | Maarten Klunder | Sven Kretschmer | Yuichiro Kumamoto | Patrick Laan | Marie Labatut | Francois Lacan | Phoebe J. Lam | Myriam Lambelet | Carl H. Lamborg | Frédéric A.C. Le Moigne | Emilie Le Roy | Oliver J. Lechtenfeld | Jong-Mi Lee | Pascale Lherminier | Susan Little | Mercedes López-Lora | Yanbin Lu | Pere Masque | Edward Mawji | Charles R. Mcclain | Christopher Measures | Sanjin Mehic | Jan-Lukas Menzel Barraqueta | Pier van der Merwe | Rob Middag | Sebastian Mieruch | Angela Milne | Tomoharu Minami | James W. Moffett | Gwenaelle Moncoiffe | Willard S. Moore | Paul J. Morris | Peter L. Morton | Yuzuru Nakaguchi | Noriko Nakayama | John Niedermiller | Jun Nishioka | Akira Nishiuchi | Abigail Noble | Hajime Obata | Sven Ober | Daniel C. Ohnemus | Jan van Ooijen | Jeanette O'Sullivan | Stephanie Owens | Katharina Pahnke | Maxence Paul | Frank Pavia | Leopoldo D. Pena | Brian Peters | Frederic Planchon | Helene Planquette | Catherine Pradoux | Viena Puigcorbé | Paul Quay | Fabien Queroue | Amandine Radic | S. Rauschenberg | Mark Rehkämper | Robert Rember | Tomas Remenyi | Joseph A. Resing | Joerg Rickli | Sylvain Rigaud | Micha J.A. Rijkenberg | Stephen Rintoul | Laura F. Robinson | Montserrat Roca-Martí | Valenti Rodellas | Tobias Roeske | John M. Rolison | Mark Rosenberg | Saeed Roshan | Michiel M. Rutgers van der Loeff | Evgenia Ryabenko | Mak A. Saito | Lesley A. Salt | Virginie Sanial | Geraldine Sarthou | Christina Schallenberg | Ursula Schauer | Howie Scher | Christian Schlosser | Bernhard Schnetger | Peter Scott | Peter N. Sedwick | Igor Semiletov | Rachel Shelley | Robert M. Sherrell | Alan M. Shiller | Daniel M. Sigman | Sunil Kumar Singh | Hans A. Slagter | Emma Slater | William M. Smethie | Helen Snaith | Yoshiki Sohrin | Bettina Sohst | Jeroen E. Sonke | Sabrina Speich | Reiner Steinfeldt | Gillian Stewart | Torben Stichel | Claudine H. Stirling | Johnny Stutsman | Gretchen J. Swarr | James H. Swift | Alexander Thomas | Kay Thorne | Claire P. Till | Ralph Till | Ashley T. Townsend | Emily Townsend | Robyn Tuerena | Benjamin S. Twining | Derek Vance | Sue Velazquez | Celia Venchiarutti | Maria Villa-Alfageme | Sebastian M. Vivancos | Antje H.L. Voelker | Bronwyn Wake | Mark J. Warner | Ros Watson | Evaline van Weerlee | M. Alexandra Weigand | Yishai Weinstein | Dominik Weiss | Andreas Wisotzki | E. Malcolm S. Woodward | Jingfeng Wu | Yingzhe Wu | Kathrin Wuttig | Neil Wyatt | Yang Xiang | Ruifang C. Xie | Zichen Xue | Hisayuki Yoshikawa | Jing Zhang | Pu Zhang | Ye Zhao | Linjie Zheng | Xin-Yuan Zheng | Moritz Zieringer | Louise A. Zimmer | Patrizia Ziveri | Patricia Zunino | Cheryl Zurbrick,23
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1002/lno.11705,article,Wiley,"[""Limnology and Oceanography""]",2021-01-20,Diatom response to alterations in upwelling and nutrient dynamics associated with climate forcing in the California Current System,"vol: 66, iss: 4, pgs: 1578-1593",Ivia Closset | Heather M. McNair | Mark A. Brzezinski | Jeffrey W. Krause | Kimberlee Thamatrakoln | Janice L. Jones,21
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1029/2020gb006538,article,American Geophysical Union (AGU),"[""Global Biogeochemical Cycles""]",2020-08-28,Controls on Dissolved Silicon Isotopes Along the U.S. GEOTRACES Eastern Pacific Zonal Transect (GP16),"vol: 34, iss: 9",P. Grasse | I. Closset | J. L. Jones | S. Geilert | M. A. Brzezinski,17
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.3389/fmars.2021.699762,article,Frontiers Media SA,"[""Frontiers in Marine Science""]",2021-08-19,New Constraints on the Physical and Biological Controls on the Silicon Isotopic Composition of the Arctic Ocean,vol: 8,Mark A. Brzezinski | Ivia Closset | Janice L. Jones | Gregory F. de Souza | Colin Maden,17
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.3389/fmars.2021.697400,article,Frontiers Media SA,"[""Frontiers in Marine Science""]",2021-07-23,Controls on the Silicon Isotope Composition of Diatoms in the Peruvian Upwelling,vol: 8,Patricia Grasse | Kristin Haynert | Kristin Doering | Sonja Geilert | Janice L. Jones | Mark A. Brzezinski | Martin Frank,17
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1007/s00227-021-03975-z,article,Springer Science and Business Media LLC,"[""Marine Biology""]",2021-10-22,An evaluation of surge uptake capability in the giant kelp (Macrocystis pyrifera) in response to pulses of three different forms of nitrogen,"vol: 168, iss: 11",Tiffany Hiroko Cedeno | Mark A. Brzezinski | Robert J. Miller | Daniel C. Reed,15
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1029/2020gb006760,article,American Geophysical Union (AGU),"[""Global Biogeochemical Cycles""]",2020-11-25,Isopycnal Transport and Scavenging of 230Th and 231Pa in the Pacific Southern Ocean,"vol: 34, iss: 12",Frank J. Pavia | Robert F. Anderson | Paulina Pinedo‐Gonzalez | Martin Q. Fleisher | Mark A. Brzezinski | Rebecca S. Robinson,13
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1029/2019gb006508,article,American Geophysical Union (AGU),"[""Global Biogeochemical Cycles""]",2020-09-25,A Test of the Diatom‐Bound Paleoproxy: Tracing the Isotopic Composition of Nutrient‐Nitrogen Into Southern Ocean Particles and Sediments,"vol: 34, iss: 10",Rebecca S. Robinson | Colin A. Jones | Roger P. Kelly | Amanda Love | Ivia Closset | Patrick A. Rafter | Mark Brzezinski,13
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1016/j.marchem.2017.09.007,article,Elsevier BV,"[""Marine Chemistry""]",2018-04,Water mass analysis of the 2013 US GEOTRACES eastern Pacific zonal transect (GP16),"vol: 201, pgs: 6-19",Brian D. Peters | William J. Jenkins | James H. Swift | Christopher R. German | James W. Moffett | Gregory A. Cutter | Mark A. Brzezinski | Karen L. Casciotti,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1575/1912/bco-dmo.746028,dataset,Biological and Chemical Oceanography Data Management Office,"[""Biological and Chemical Oceanography Data Management Office""]",2018-09-11,Profiles of stable isotopes of silicon in silicic acid from the US GEOTRACES EPZT cruise (R/V Thomas G. Thompson TN303) in the Eastern Tropical Pacific from October to December 2013,,Mark Brzezinski,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1038/s41561-021-00711-6,article,Springer Science and Business Media LLC,"[""Nature Geoscience""]",2021-04,Impaired viral infection and reduced mortality of diatoms in iron-limited oceanic regions,"vol: 14, iss: 4, pgs: 231-237",Chana F. Kranzler | Mark A. Brzezinski | Natalie R. Cohen | Robert H. Lampe | Michael Maniscalco | Claire P. Till | James Mack | Jason R. Latham | Kenneth W. Bruland | Benjamin S. Twining | Adrian Marchetti | Kimberlee Thamatrakoln,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1002/lol2.10088,article,Wiley,"[""Limnology and Oceanography Letters""]",2018-06-07,Urea as a source of nitrogen to giant kelp (Macrocystis pyrifera),"vol: 3, iss: 4, pgs: 365-373",Jason M. Smith | Mark A. Brzezinski | John M. Melack | Robert J. Miller | Daniel C. Reed,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1038/s41564-019-0502-x,article,Springer Science and Business Media LLC,"[""Nature Microbiology""]",2019-07-15,Silicon limitation facilitates virus infection and mortality of marine diatoms,"vol: 4, iss: 11, pgs: 1790-1797",Chana F. Kranzler | Jeffrey W. Krause | Mark A. Brzezinski | Bethanie R. Edwards | William P. Biggs | Michael Maniscalco | John P. McCrow | Benjamin A. S. Van Mooy | Kay D. Bidle | Andrew E. Allen | Kimberlee Thamatrakoln,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1002/lno.11674,article,Wiley,"[""Limnology and Oceanography""]",2020-12-22,"Factors influencing urea use by giant kelp (Macrocystis pyrifera, Phaeophyceae)","vol: 66, iss: 4, pgs: 1190-1200",Jason M. Smith | Gordon Blasco | Mark A. Brzezinski | John M. Melack | Daniel C. Reed | Robert J. Miller,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1016/j.marchem.2018.08.004,article,Elsevier BV,"[""Marine Chemistry""]",2018-10,The chemical form of silicon in marine Synechococcus,"vol: 206, pgs: 44-51",Daniel C. Ohnemus | Jeffrey W. Krause | Mark A. Brzezinski | Jackie L. Collier | Stephen B. Baines | Benjamin S. Twining,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1111/1462-2920.14431,article,Wiley,"[""Environmental Microbiology""]",2018-10-22,Diatom populations in an upwelling environment decrease silica content to avoid growth limitation,"vol: 20, iss: 11, pgs: 4184-4193",Heather M. McNair | Mark A. Brzezinski | Jeffrey W. Krause,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1101/286138,article,Cold Spring Harbor Laboratory,[],2018-03-23,Divergent gene expression among phytoplankton taxa in response to upwelling,,Robert H. Lampe | Natalie R. Cohen | Kelsey A. Ellis | Kenneth W. Bruland | Maria T. Maldonado | Tawnya D. Peterson | Claire P. Till | Mark A. Brzezinski | Sibel Bargu | Kimberlee Thamatrakoln | Fedor I Kuzminov | Benjamin S. Twining | Adrian Marchetti,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1111/1462-2920.14361,article,Wiley,"[""Environmental Microbiology""]",2018-08,Divergent gene expression among phytoplankton taxa in response to upwelling,"vol: 20, iss: 8, pgs: 3069-3082",Robert H. Lampe | Natalie R. Cohen | Kelsey A. Ellis | Kenneth W. Bruland | Maria T. Maldonado | Tawnya D. Peterson | Claire P. Till | Mark A. Brzezinski | Sibel Bargu | Kimberlee Thamatrakoln | Fedor I Kuzminov | Benjamin S. Twining | Adrian Marchetti,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1073/pnas.1805243115,article,Proceedings of the National Academy of Sciences,"[""Proceedings of the National Academy of Sciences""]",2018-12-11,Different iron storage strategies among bloom-forming diatoms,"vol: 115, iss: 52",Robert H. Lampe | Elizabeth L. Mann | Natalie R. Cohen | Claire P. Till | Kimberlee Thamatrakoln | Mark A. Brzezinski | Kenneth W. Bruland | Benjamin S. Twining | Adrian Marchetti,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1002/lno.11431,article,Wiley,"[""Limnology and Oceanography""]",2020-02-24,The interaction of physical and biological factors drives phytoplankton spatial distribution in the northern California Current,"vol: 65, iss: 9, pgs: 1974-1989",Jeffrey W. Krause | Mark A. Brzezinski | John L. Largier | Heather M. McNair | Michael Maniscalco | Kay D. Bidle | Andrew E. Allen | Kimberlee Thamatrakoln,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.1029/2019gb006460,article,American Geophysical Union (AGU),"[""Global Biogeochemical Cycles""]",2019-12,Diatom Physiology Controls Silicic Acid Leakage in Response to Iron Fertilization,"vol: 33, iss: 12, pgs: 1631-1653",Mark Holzer | Benoit Pasquier | Timothy DeVries | Mark Brzezinski,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.5194/bg-18-1269-2021,article,Copernicus GmbH,"[""Biogeosciences""]",2021-02-18,Reviews and syntheses: The biogeochemical cycle of silicon in the modern ocean,"vol: 18, iss: 4, pgs: 1269-1289",Paul J. Tréguer | Jill N. Sutton | Mark Brzezinski | Matthew A. Charette | Timothy Devries | Stephanie Dutkiewicz | Claudia Ehlert | Jon Hawkings | Aude Leynaert | Su Mei Liu | Natalia Llopis Monferrer | María López-Acosta | Manuel Maldonado | Shaily Rahman | Lihua Ran | Olivier Rouxel,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1KS39,FALSE,,DUPLICATE,crossref,https://doi.org/10.5194/bg-2020-274,article,Copernicus GmbH,[],2020-08-03,Reviews and syntheses: The biogeochemical cycle of silicon in the modern ocean,,Paul J. Tréguer | Jill N. Sutton | Mark Brzezinski | Matthew A. Charette | Timothy Devries | Stephanie Dutkiewicz | Claudia Ehlert | Jon Hawkings | Aude Leynaert | Su Mei Liu | Natalia Llopis Monferrer | María López-Acosta | Manuel Maldonado | Shaily Rahman | Lihua Ran | Olivier Rouxel,12
"University of California, Santa Barbara",https://doi.org/10.48321/D154FA23E9,TRUE,Yes,Award number listed,crossref,https://doi.org/10.1103/physrevlett.131.066703,article,American Physical Society (APS),"[""Physical Review Letters""]",2023-08-11,Indirect Exchange Interaction Leads to Large Lattice Contribution to Magnetocaloric Entropy Change,"vol: 131, iss: 6",Lokanath Patra | Bolin Liao,19
"University of California, Santa Barbara",https://doi.org/10.48321/D154FA23E9,TRUE,Yes,Award number listed,crossref,https://doi.org/10.1103/physrevb.109.184411,article,American Physical Society (APS),"[""Physical Review B""]",2024-05-06,Room-temperature magnetic thermal switching by suppressing phonon-magnon scattering,"vol: 109, iss: 18",Fanghao Zhang | Lokanath Patra | Yubi Chen | Wenkai Ouyang | Paul M. Sarte | Shantal Adajian | Xiangying Zuo | Runqing Yang | Tengfei Luo | Bolin Liao,19
"University of California, Santa Barbara",https://doi.org/10.48321/D154FA23E9,TRUE,Yes,Award number listed,crossref,https://doi.org/10.1063/5.0218007,article,AIP Publishing,"[""Journal of Applied Physics""]",2024-07-10,Impact of dimensionality on the magnetocaloric effect in two-dimensional magnets,"vol: 136, iss: 2",Lokanath Patra | Yujie Quan | Bolin Liao,19
"University of California, Santa Barbara",https://doi.org/10.48321/D154FA23E9,TRUE,Yes,Award number listed,openalex,https://doi.org/10.1103/physrevlett.131.066703,article,American Physical Society,Physical Review Letters,2023-08-11,Indirect Exchange Interaction Leads to Large Lattice Contribution to Magnetocaloric Entropy Change,"vol: 131, iss: 6",Lokanath Patra | Bolin Liao,19
"University of California, Santa Barbara",https://doi.org/10.48321/D154FA23E9,TRUE,Yes,Award number listed,openalex,https://doi.org/10.1103/physrevb.109.184411,article,American Physical Society,Physical review. B./Physical review. B,2024-05-06,Room-temperature magnetic thermal switching by suppressing phonon-magnon scattering,"vol: 109, iss: 18",Fanghao Zhang | Lokanath Patra | Yubi Chen | Wenkai Ouyang | Paul M. Sarte | Shantal Adajian | Xiangying Zuo | Runqing Yang | Tengfei Luo | Bolin Liao,19
"University of California, Santa Barbara",https://doi.org/10.48321/D154FA23E9,TRUE,Yes,Award number listed,openalex,https://doi.org/10.1063/5.0218007,article,American Institute of Physics,Journal of Applied Physics,2024-07-10,Impact of dimensionality on the magnetocaloric effect in two-dimensional magnets,"vol: 136, iss: 2",Lokanath Patra | Yujie Quan | Bolin Liao,19
"University of California, Santa Barbara",https://doi.org/10.48321/D1H010,FALSE,,DUPLICATE,openalex,https://doi.org/10.1073/pnas.1708147114,article,National Academy of Sciences,Proceedings of the National Academy of Sciences,2017-07-18,Reply to Le Pape et al.: Management is key to preventing marine extinctions,"vol: 114, iss: 31",Matthew G. Burgess | Alexa Fredston | Malin L. Pinsky | Steven D. Gaines | David Tilman,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1H010,FALSE,,DUPLICATE,openalex,https://doi.org/10.1073/pnas.1607551114,article,National Academy of Sciences,Proceedings of the National Academy of Sciences,2017-03-28,Range contraction enables harvesting to extinction,"vol: 114, iss: 15, pgs: 3945-3950",Matthew G. Burgess | Christopher Costello | Alexa Fredston | Malin L. Pinsky | Steven D. Gaines | David Tilman | Stephen Polasky,12
"University of California, Santa Barbara",https://doi.org/10.48321/D1BAD5B94D,TRUE,,DUPLICATE,openalex,https://doi.org/10.1088/1748-9326/acdae7,article,IOP Publishing,Environmental Research Letters,2023-06-20,Environmental risks and opportunities of orphaned oil and gas wells in the United States,"vol: 18, iss: 7, pgs: 074012-074012",Mary Kang | Jade Boutot | Renee C. McVay | Katherine A. Roberts | Scott Jasechko | Debra Perrone | Tao Wen | Greg Lackey | Daniel Raimi | Dominic C. DiGiulio | Seth B.C. Shonkoff | J. William Carey | Elise G. Elliott | Donna J. Vorhees | Adam Peltz,12
